cell_name,sample,cell_type,cell_subtype,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment,source,cell_cohort
cy79_p4_CD45_neg_PDL1_pos_B05_S401_comb,Mel79,T_cell,T_Cell_CD8,3593,18.547,-30.4074,-0.0196,0.4083,Not cycling,0.7159,CD4 - Stress/HSP,"",treatment.naive,Tirosh
cy58_1_CD45_pos_F01_S637_comb,Mel58,T_cell,T_Cell_CD8,3845,12.3449,5.8327,0.042,-0.1852,Not cycling,0.4835,CD8 - Cytotoxic,"",post.treatment,Tirosh
CY89A_CD45_POS_10_H04_S280_comb,Mel89,T_cell,T_Cell_CD8,2820,-3.6813,5.001,1.2029,0.3878,G1/S,1.5453,CD8 - Unassigned2,"",treatment.naive,Tirosh
cy53_1_CD45_pos_1_E07_S55_comb,Mel53,T_cell,T_Cell_CD4,4298,16.6374,2.4743,0.0705,-0.0201,Not cycling,,"","",treatment.naive,Tirosh
cy72_CD45_pos_B10_S886_comb,Mel72,T_cell,T_Cell_CD4,3359,17.3566,2.6151,0.1121,0.0418,Not cycling,0.4944,CD8 - Unassigned2,"",post.treatment,Tirosh
cy53_1_CD45_pos_1_C06_S30_comb,Mel53,T_cell,T_cell,3417,3.0133,-10.8615,-0.1209,0.2191,Not cycling,,"","",treatment.naive,Tirosh
cy79_p3_CD45_pos_PD1_neg_C09_S129_comb,Mel79,T_cell,T_Cell_CD4,3250,18.0951,1.1501,-0.1326,-0.169,Not cycling,1.933,CD4 - Naive1,CD4 - Naive1,treatment.naive,Tirosh
CY89COREQ1_D06_S330_comb,Mel89,T_cell,T_Cell_CD4,3190,14.9845,-0.6867,-0.1159,-0.0612,Not cycling,1.4146,CD8 - Memory/Naive1,CD8 - Memory/Naive1,treatment.naive,Tirosh
Cy81_FNA_CD45_B02_S206_comb,Mel81,T_cell,T_Cell_CD8,3490,8.0605,5.3445,-0.0811,-4e-04,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_pos_PD1_pos_H09_S189_comb,Mel80,T_cell,T_Cell_CD8,2658,5.2569,4.674,0.019,0.047,Not cycling,1.0292,CD4 - Cytotoxic,CD4 - Cytotoxic,treatment.naive,Tirosh
cy88_cd_45_pos_3_C09_S609_comb,Mel88,T_cell,T_cell,3136,13.2769,0.9977,-0.0621,-0.0712,Not cycling,1.3135,CD4 - Dysfunction,CD4 - Dysfunction,post.treatment,Tirosh
CY89A_Core_15_G10_S82_comb,Mel89,T_cell,T_Cell_CD8,3807,2.4702,5.1419,-0.0469,0.0903,Not cycling,1.3176,CD8 - Cytotoxic,CD8 - Cytotoxic,treatment.naive,Tirosh
cy80_Cd45_pos_PD1_pos_S184_H04_S184_comb,Mel80,T_cell,T_Cell_CD8,4856,5.1744,3.5966,0.1732,-0.0306,Not cycling,1.4752,CD4 - Cytotoxic,CD4 - Cytotoxic,treatment.naive,Tirosh
cy80_Cd45_pos_Pd1_neg_S290_E02_S290_comb,Mel80,T_cell,T_Cell_CD4,3126,17.6297,-0.2849,-0.3265,0.024,Not cycling,0.89,CD8 - Naive2,"",treatment.naive,Tirosh
Cy74_CD45_D10_S430_comb,Mel74,T_cell,T_Cell_CD8,2314,13.0019,4.4065,0.1147,0.1809,Not cycling,0.655,CD8 - Naive3,"",post.treatment,Tirosh
cy72_CD45_pos_F06_S930_comb,Mel72,T_cell,T_Cell_CD4,2874,18.363,1.7411,-0.0718,0.0077,Not cycling,0.3498,CD8 - Naive2,"",post.treatment,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E10_S1018_comb,Mel60,T_cell,T_Cell_CD8,4369,-5.2759,4.9754,1.7593,0.2861,G1/S,,"","",post.treatment,Tirosh
Cy72_CD45_D11_S719_comb,Mel72,T_cell,T_Cell_CD8,2740,14.7716,4.7509,-0.0475,-0.0204,Not cycling,0.7853,CD8 - Memory/Naive1,"",post.treatment,Tirosh
cy84_Primary_CD45_pos_G05_S461_comb,Mel84,T_cell,T_cell,2056,15.6714,-1.4845,-0.1627,0.0291,Not cycling,,"","",treatment.naive,Tirosh
cy80_Cd45_pos_PD1_pos_B12_S48_comb,Mel80,T_cell,T_Cell_CD4,5398,8.4901,0.1282,0.0879,0.0136,Not cycling,1.0986,CD8 - Unassigned2,"",treatment.naive,Tirosh
cy88_cd_45_pos_3_B09_S597_comb,Mel88,T_cell,T_cell,3215,13.8496,0.7458,-0.0763,0.0106,Not cycling,1.0683,CD8 - Memory/Naive1,"",post.treatment,Tirosh
Cy72_CD45_H03_S759_comb,Mel72,T_cell,T_Cell_CD8,3430,15.8253,4.72,0.0535,0.1381,Not cycling,0.704,CD8 - Cytotoxic,"",post.treatment,Tirosh
cy58_1_CD45_pos_D02_S614_comb,Mel58,T_cell,T_Cell_CD8,2718,12.3769,6.6724,-0.0753,-0.1683,Not cycling,0.6953,CD8 - Cytotoxic,"",post.treatment,Tirosh
cy72_CD45_pos_E09_S921_comb,Mel72,T_cell,T_Cell_CD4,3924,16.9383,2.3516,-0.0072,0.0991,Not cycling,0.9598,CD4 - Interferon,"",post.treatment,Tirosh
Cy81_FNA_CD45_H02_S278_comb,Mel81,T_cell,T_cell,2969,11.3905,2.7226,-0.0255,-0.0325,Not cycling,,"","",treatment.naive,Tirosh
cy79_p5_CD45_pos_PD1_pos_D06_S618_comb,Mel79,T_cell,T_Cell_CD4,3991,5.0887,9.9303,0.3952,0.3418,Not cycling,0.8294,CD8 - Unassigned2,"",treatment.naive,Tirosh
CY89A_CD45_POS_6_C02_S122_comb,Mel89,T_cell,T_Cell_CD4,4028,10.0947,1.6208,-0.1124,-0.1592,Not cycling,1.6526,CD4 - Treg,CD4 - Treg,treatment.naive,Tirosh
cy60_1_cd_45_pos_4_H03_S87_comb,Mel60,T_cell,T_cell,3154,15.5199,-2.0399,-0.0237,-0.0577,Not cycling,,"","",post.treatment,Tirosh
cy80_CD45_pos_PD1_pos_B03_S111_comb,Mel80,T_cell,T_Cell_CD4,5339,9.5945,7.5104,0.0576,0.1811,Not cycling,0.6095,CD8 - Naive2,"",treatment.naive,Tirosh
cy94_cd45pos_4_A09_S9_comb,Mel94,T_cell,T_Cell_CD8,4524,16.6155,-4.0964,0.179,0.0029,Not cycling,0.6824,CD4 - Naive1,"",post.treatment,Tirosh
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A10_S394_comb,Mel79,T_cell,T_Cell_CD8,2799,5.6053,5.8844,0.5405,0.1338,Not cycling,0.7368,CD4 - Glycolysis/MYC,"",treatment.naive,Tirosh
CY88CD45POS_7_B03_S207_comb,Mel88,T_cell,T_Cell_CD4,4495,15.8552,-1.5711,0.0842,0.0013,Not cycling,0.5605,CD4 - Glycolysis/MYC,"",post.treatment,Tirosh
cy80_CD45_pos_PD1_pos_E10_S154_comb,Mel80,T_cell,T_Cell_CD4,4374,10.0059,8.3207,0.1556,0.2635,Not cycling,1.332,CD4 - Dysfunction,CD4 - Dysfunction,treatment.naive,Tirosh
cy79_p5_CD45_pos_PD1_pos_C05_S605_comb,Mel79,T_cell,T_Cell_CD8,3482,3.8883,11.084,0.0924,0.1126,Not cycling,0.5825,CD8 - Heat shock,"",treatment.naive,Tirosh
CY89A_CD45_POS_6_B10_S118_comb,Mel89,T_cell,T_cell,3842,11.0643,1.5393,-0.0274,-0.1065,Not cycling,1.789,CD4 - Treg,CD4 - Treg,treatment.naive,Tirosh
CY89COREQ1_C04_S316_comb,Mel89,T_cell,T_Cell_CD8,4646,2.8468,5.6203,0.2553,-0.0982,Not cycling,0.592,CD4 - Dysfunction,"",treatment.naive,Tirosh
CY89A_Core_15_F01_S61_comb,Mel89,T_cell,T_cell,2519,14.1306,-1.6713,-0.1379,-0.1487,Not cycling,0.7604,CD4 - Naive1,"",treatment.naive,Tirosh
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D11_S239_comb,Mel79,T_cell,T_Cell_CD8,4533,2.7495,9.1121,1.0516,0.3151,G1/S,1.4804,CD8 - Glycolysis/MYC,"",treatment.naive,Tirosh
cy84_Primary_CD45_pos_E09_S441_comb,Mel84,T_cell,T_cell,4240,10.7688,1.6969,-0.206,-0.1014,Not cycling,,"","",treatment.naive,Tirosh
cy88_cd_45_pos_E07_S439_comb,Mel88,T_cell,T_Cell_CD4,2449,15.5252,2.3288,-0.0491,0.0428,Not cycling,1.0641,CD8 - Memory/Naive1,"",post.treatment,Tirosh
cy80_CD45_pos_PD1_pos_B05_S113_comb,Mel80,T_cell,T_Cell_CD8,2205,9.1641,4.5775,-0.1793,-0.2504,Not cycling,0.437,CD4 - Naive1,"",treatment.naive,Tirosh
cy84_Primary_CD45_pos_H10_S478_comb,Mel84,T_cell,T_cell,3246,11.0636,0.7998,0.0719,-0.1617,Not cycling,,"","",treatment.naive,Tirosh
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G12_S468_comb,Mel79,T_cell,T_Cell_CD8,3252,6.2663,10.1443,-0.0876,-0.2484,Not cycling,0.4625,CD8 - Memory/Naive1,"",treatment.naive,Tirosh
cy74_CD45_pos_E04_S724_comb,Mel74,T_cell,T_Cell_CD8,4779,-6.5565,4.7866,1.8318,1.4457,Intermediate,3.6915,CD8 - Cell Cycle,CD8 - Cell Cycle,post.treatment,Tirosh
cy79_p5_CD45_pos_PD1_pos_D01_S613_comb,Mel79,T_cell,T_Cell_CD4,2361,7.1151,3.8492,0.0041,0.0464,Not cycling,0.869,CD8 - Unassigned2,"",treatment.naive,Tirosh
CY94CD45POS_1_F01_S157_comb,Mel94,T_cell,T_Cell_CD4,4374,15.8549,-3.5718,0.1132,-0.1299,Not cycling,1.2221,CD8 - Interferon,CD8 - Interferon,post.treatment,Tirosh
cy60_1_cd_45_pos_4_C01_S25_comb,Mel60,T_cell,T_Cell_CD8,3904,-7.1539,4.5455,1.6404,1.7736,Intermediate,,"","",post.treatment,Tirosh
cy80_Cd45_pos_PD1_pos_S160_G04_S160_comb,Mel80,T_cell,T_Cell_CD4,4936,10.1507,8.7637,0.0632,0.2298,Not cycling,1.7132,CD4 - Dysfunction,CD4 - Dysfunction,treatment.naive,Tirosh
cy79_p4_CD45_pos_PD1_pos_F12_S360_comb,Mel79,T_cell,T_Cell_CD4,2099,6.6476,4.3526,0.0969,0.0359,Not cycling,0.2718,CD8 - Naive2,"",treatment.naive,Tirosh
CY89A_CD45_POS_6_E10_S154_comb,Mel89,T_cell,T_Cell_CD8,2054,2.3257,4.4433,-0.0971,0.0027,Not cycling,0.7865,CD8 - Cytotoxic,"",treatment.naive,Tirosh
cy80_CD45_pos_PD1_pos_C11_S131_comb,Mel80,T_cell,T_Cell_CD4,4417,8.7522,7.0218,0.2279,0.0887,Not cycling,1.8135,CD4 - Glycolysis/MYC,"",treatment.naive,Tirosh
cy60_1_cd_45_pos_3_B07_S307_comb,Mel60,T_cell,T_Cell_CD4,3660,10.7515,2.6993,-0.015,-0.0199,Not cycling,,"","",post.treatment,Tirosh
CY58_1_CD45_H11_S1055_comb,Mel58,T_cell,T_Cell_CD8,2988,4.6778,5.9127,-0.0762,-0.0611,Not cycling,0.9008,CD4 - Cytotoxic,"",post.treatment,Tirosh
cy88_cd_45_pos_3_D03_S615_comb,Mel88,T_cell,T_Cell_CD8,2330,3.4983,5.2588,0.3345,-0.0941,Not cycling,1.1607,CD8 - Cytotoxic,CD8 - Cytotoxic,post.treatment,Tirosh
cy80_CD45_pos_PD1_pos_C06_S126_comb,Mel80,T_cell,T_Cell_CD4,3981,13.8849,-2.9375,-0.0865,-0.2866,Not cycling,0.6393,CD4 - Dysfunction,"",treatment.naive,Tirosh
Cy71_CD45_D05_S521_comb,Mel71,T_cell,T_Cell_CD8,2088,5.1016,5.2524,0.194,0.0661,Not cycling,,"","",treatment.naive,Tirosh
CY89FNA_B10_S214_comb,Mel89,T_cell,T_Cell_CD8,2978,4.8114,6.658,-0.1381,-0.1916,Not cycling,0.6017,CD4 - Dysfunction,"",treatment.naive,Tirosh
cy88_cd_45_pos_F09_S453_comb,Mel88,T_cell,T_cell,2738,12.9456,1.6698,-0.1125,0.2144,Not cycling,1.0956,CD8 - Unassigned2,CD8 - Unassigned2,post.treatment,Tirosh
cy82_CD45_pos_2_F09_S549_comb,Mel82,T_cell,T_Cell_CD4,3763,12.0754,-2.1368,0.2352,-0.0017,Not cycling,,"","",treatment.naive,Tirosh
cy58_1_CD45_pos_H06_S666_comb,Mel58,T_cell,T_Cell_CD8,3587,13.0568,6.1193,0.1138,-0.1756,Not cycling,0.3406,CD8 - Naive3,"",post.treatment,Tirosh
CY58_1_CD45_A03_S963_comb,Mel58,T_cell,T_Cell_CD8,3584,10.3205,3.9545,-0.0453,0.0113,Not cycling,0.2813,CD4 - Unassigned,"",post.treatment,Tirosh
cy58_1_CD45_pos_F08_S644_comb,Mel58,T_cell,T_cell,5875,13.4237,3.8687,1.5489,0.4079,G1/S,2.6633,CD4 - Cell Cycle,"",post.treatment,Tirosh
cy82_CD45_pos_3_H10_S94_comb,Mel82,T_cell,T_Cell_CD8,3046,3.8623,10.7365,-0.0286,0.1999,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_neg_D04_S424_comb,Mel80,T_cell,T_Cell_CD8,3728,15.8151,-0.0165,-0.0724,0.2148,Not cycling,1.7888,CD4 - Interferon,"",treatment.naive,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B06_S498_comb,Mel79,T_cell,T_Cell_CD4,2092,17.8963,1.0941,-0.1425,-0.1955,Not cycling,2.7486,CD8 - Memory/Naive1,CD8 - Memory/Naive1,treatment.naive,Tirosh
CY89A_CD45_POS_6_B06_S114_comb,Mel89,T_cell,T_Cell_CD8,3475,3.254,6.0023,-0.0769,0.1355,Not cycling,0.4989,CD4 - Naive2,"",treatment.naive,Tirosh
Cy74_CD45_E07_S439_comb,Mel74,T_cell,T_Cell_CD8,2851,4.4442,7.635,0.1564,-0.0502,Not cycling,3.0349,CD8 - Interferon,CD8 - Interferon,post.treatment,Tirosh
cy60_1_cd_45_pos_3_B05_S305_comb,Mel60,NK_cell,NK_cell,2575,12.5854,0.855,0.0926,-0.0553,Not cycling,,"","",post.treatment,Tirosh
Cy72_CD45_C02_S698_comb,Mel72,T_cell,T_Cell_CD4,3718,13.27,2.4814,0.0442,-0.0561,Not cycling,2.0486,CD8 - Unassigned2,CD8 - Unassigned2,post.treatment,Tirosh
CY75_1FNA_G11_S563_comb,Mel75,T_cell,T_cell,3391,7.0582,-4.9173,-0.0646,0.0016,Not cycling,1.0403,CD4 - Naive1,CD4 - Naive1,post.treatment,Tirosh
cy53_1_CD45_pos_1_D02_S38_comb,Mel53,T_cell,T_Cell_CD4,4604,3.0549,-10.6718,-0.0028,0.0725,Not cycling,,"","",treatment.naive,Tirosh
CY89A_Core_15_C02_S26_comb,Mel89,T_cell,T_Cell_CD8,3884,1.878,5.1658,0.2584,0.0467,Not cycling,1.1353,CD8 - Cytotoxic,CD8 - Cytotoxic,treatment.naive,Tirosh
CY89A_CD45_POS_10_G02_S266_comb,Mel89,T_cell,T_Cell_CD4,3709,8.1097,0.1033,-0.0818,0.106,Not cycling,0.9776,CD4 - Dysfunction,"",treatment.naive,Tirosh
CY89A_CD45_POS_6_H08_S188_comb,Mel89,T_cell,T_cell,2599,15.7754,-1.3148,0.2266,-0.058,Not cycling,1.6415,CD8 - Memory/Naive1,CD8 - Memory/Naive1,treatment.naive,Tirosh
cy72_CD45_pos_H05_S953_comb,Mel72,T_cell,T_cell,3092,17.775,2.4153,-0.0125,-0.1383,Not cycling,0.5498,CD8 - Heat shock,"",post.treatment,Tirosh
cy53_1_CD45_pos_2_D06_S1002_comb,Mel53,T_cell,T_Cell_CD8,4087,16.2786,3.0329,-0.1443,0.109,Not cycling,,"","",treatment.naive,Tirosh
cy79_p4_CD45_pos_PD1_pos_H07_S379_comb,Mel79,T_cell,T_Cell_CD4,3691,7.2243,6.7033,-0.0433,-0.0613,Not cycling,0.6778,CD4 - Unassigned,"",treatment.naive,Tirosh
CY88CD45POS_2_C07_S415_comb,Mel88,T_cell,T_cell,4663,14.7663,-1.904,-0.1184,-0.0632,Not cycling,0.809,CD8 - Naive2,"",post.treatment,Tirosh
cy60_1_cd_45_pos_4_B12_S24_comb,Mel60,T_cell,T_Cell_CD4,4694,-5.8353,5.3675,2.4171,0.7568,G1/S,,"","",post.treatment,Tirosh
CY94CD45POS_1_H11_S191_comb,Mel94,T_cell,T_cell,4422,15.9044,-3.0594,0.012,-0.0678,Not cycling,2.6092,CD8 - Interferon,CD8 - Interferon,post.treatment,Tirosh
cy74_CD45_pos_G08_S752_comb,Mel74,T_cell,T_Cell_CD8,3222,5.9448,8.4345,-0.1158,0.2845,Not cycling,0.6594,CD8 - Cytotoxic,"",post.treatment,Tirosh
CY75_1FNA_H09_S573_comb,Mel75,T_cell,T_Cell_CD4,3222,7.8561,-4.6517,0.007,-0.0423,Not cycling,0.846,CD4 - Naive1,"",post.treatment,Tirosh
cy79_p4_CD45_pos_PD1_pos_C09_S321_comb,Mel79,T_cell,T_Cell_CD8,3424,6.3512,10.2327,0.0184,-0.0888,Not cycling,0.7467,CD8 - Heat shock,"",treatment.naive,Tirosh
cy94_cd45pos_4_A04_S4_comb,Mel94,T_cell,T_Cell_CD8,2822,17.1454,-2.5657,-0.082,0.034,Not cycling,0.5261,CD8 - Chromatin,"",post.treatment,Tirosh
cy80_Cd45_pos_PD1_pos_S183_H03_S183_comb,Mel80,T_cell,T_Cell_CD8,4694,7.6659,5.8907,0.0365,-0.0142,Not cycling,1.2153,CD8 - Cytotoxic,CD8 - Cytotoxic,treatment.naive,Tirosh
CY84_PRIM_POS_ALL_6_C09_S417_comb,Mel84,T_cell,T_Cell_CD8,4026,5.8427,0.6343,-0.0516,-0.1128,Not cycling,,"","",treatment.naive,Tirosh
cy53_1_CD45_pos_1_E08_S56_comb,Mel53,T_cell,T_Cell_CD4,3041,14.4446,2.9547,-0.0295,0.155,Not cycling,,"","",treatment.naive,Tirosh
cy88_cd_45_pos_C11_S419_comb,Mel88,T_cell,T_cell,3028,14.4772,0.315,-0.1729,-0.1734,Not cycling,0.704,CD8 - Naive2,"",post.treatment,Tirosh
Cy81_FNA_CD45_F03_S255_comb,Mel81,NK_cell,NK_cell,2725,4.2017,-7.9596,-0.0198,-0.0097,Not cycling,,"","",treatment.naive,Tirosh
cy72_CD45_pos_E06_S918_comb,Mel72,T_cell,T_cell,2524,16.491,-2.9733,-0.0721,-0.1859,Not cycling,0.2872,CD8 - Naive2,"",post.treatment,Tirosh
cy80_CD45_pos_PD1_pos_H12_S192_comb,Mel80,T_cell,T_cell,8208,12.6643,5.4757,0.8859,0.2674,G1/S,1.3319,CD4 - Cell Cycle,CD4 - Cell Cycle,treatment.naive,Tirosh
CY89COREQ1_A12_S300_comb,Mel89,T_cell,T_Cell_CD8,3843,0.8041,5.2341,-0.0264,0.1077,Not cycling,3.2473,CD4 - Interferon,CD4 - Interferon,treatment.naive,Tirosh
cy94_cd45pos_4_A01_S1_comb,Mel94,T_cell,T_Cell_CD4,2817,16.0626,-4.1831,-0.0099,-0.1582,Not cycling,0.2563,CD8 - Naive2,"",post.treatment,Tirosh
cy82_CD45_pos_1_G10_S562_comb,Mel82,T_cell,T_cell,3927,9.8277,8.6005,-0.0965,-0.1174,Not cycling,,"","",treatment.naive,Tirosh
CY89A_Core_15_H07_S91_comb,Mel89,T_cell,T_Cell_CD8,3260,2.7279,5.5332,-0.1449,-0.1015,Not cycling,0.6601,CD8 - Cytotoxic,"",treatment.naive,Tirosh
cy74_CD45_pos_F07_S739_comb,Mel74,T_cell,T_Cell_CD4,3131,11.9442,2.1647,0.1165,0.0879,Not cycling,0.8364,CD4 - Naive1,"",post.treatment,Tirosh
CY58_1_CD45_C02_S986_comb,Mel58,T_cell,T_Cell_CD8,3856,4.5599,6.7806,0.2213,-0.0098,Not cycling,2.4768,CD8 - Glycolysis/MYC,CD8 - Glycolysis/MYC,post.treatment,Tirosh
Cy74_CD45_F04_S448_comb,Mel74,T_cell,T_Cell_CD8,3279,5.0525,8.2685,-0.1313,-0.1088,Not cycling,0.7447,CD4 - Dysfunction,"",post.treatment,Tirosh
CY89A_CD45_POS_6_C06_S126_comb,Mel89,T_cell,T_cell,2907,14.4518,-1.2456,-0.1061,-0.1223,Not cycling,0.9865,CD8 - Memory/Naive1,"",treatment.naive,Tirosh
CY89FNA_F05_S257_comb,Mel89,T_cell,T_Cell_CD8,2476,2.8454,7.3545,-0.0608,-0.1833,Not cycling,2.9165,CD8 - Heat shock,"",treatment.naive,Tirosh
CY89COREQ1_B12_S312_comb,Mel89,T_cell,T_Cell_CD4,3915,13.729,-1.4867,-0.1371,0.0351,Not cycling,0.9208,CD4 - Dysfunction,"",treatment.naive,Tirosh
CY89A_CD45_POS_10_B12_S216_comb,Mel89,T_cell,T_Cell_CD8,4276,-5.9849,-4.6741,0.3086,0.0728,Not cycling,0.0073,CD8 - Naive3,"",treatment.naive,Tirosh
Cy74_CD45_G10_S466_comb,Mel74,T_cell,T_cell,2009,7.1036,6.6165,0.1503,-0.0729,Not cycling,0.4136,CD8 - Heat shock,"",post.treatment,Tirosh
cy84_Primary_CD45_pos_H11_S479_comb,Mel84,T_cell,T_cell,3869,4.9987,1.9728,0.1094,0.4356,Not cycling,,"","",treatment.naive,Tirosh
cy74_CD45_pos_E11_S731_comb,Mel74,T_cell,T_Cell_CD4,2121,13.9157,2.5038,0.2497,0.163,Not cycling,0.9841,CD8 - Naive2,"",post.treatment,Tirosh
cy80_CD45_neg_E10_S442_comb,Mel80,T_cell,T_Cell_CD8,5111,6.2896,-8.2394,-0.1772,0.0244,Not cycling,0.9875,CD8 - Memory/Naive1,"",treatment.naive,Tirosh
CY94CD45POS_1_D12_S144_comb,Mel94,T_cell,T_Cell_CD8,2899,6.3084,5.1161,0.0049,-0.1279,Not cycling,0.7449,CD4 - Cytotoxic,"",post.treatment,Tirosh
cy84_Met_CD45_pos_G01_S937_comb,Mel84,T_cell,T_Cell_CD4,2389,14.3755,-0.9151,0.0778,-0.0251,Not cycling,,"","",treatment.naive,Tirosh
cy58_1_CD45_pos_A05_S581_comb,Mel58,T_cell,T_Cell_CD8,3795,11.7766,6.3984,0.0845,0.0424,Not cycling,1.306,CD8 - Cytotoxic,CD8 - Cytotoxic,post.treatment,Tirosh
cy58_1_CD45_pos_E07_S631_comb,Mel58,T_cell,T_cell,3978,13.6331,4.918,0.1989,0.2331,Not cycling,1.1534,CD8 - Memory/Naive1,CD8 - Memory/Naive1,post.treatment,Tirosh
cy94_cd45neg_cd90pos_C04_S316_comb,Mel94,T_cell,T_Cell_CD8,4177,4.2409,-0.6569,-0.0151,0.0974,Not cycling,0.6901,CD8 - Unassigned2,"",post.treatment,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F07_S547_comb,Mel79,T_cell,T_Cell_CD4,2131,18.46,1.229,0.0783,-0.0625,Not cycling,2.0914,CD8 - Memory/Naive1,CD8 - Memory/Naive1,treatment.naive,Tirosh
Cy81_FNA_CD45_C03_S219_comb,Mel81,T_cell,T_Cell_CD8,3492,6.5152,5.1071,-0.0453,0.1691,Not cycling,,"","",treatment.naive,Tirosh
CY89A_Core_15_A11_S11_comb,Mel89,T_cell,T_Cell_CD8,2343,2.3869,5.2387,-0.0099,0.0449,Not cycling,0.3536,CD8 - Heat shock,"",treatment.naive,Tirosh
cy60_1_cd_45_pos_4_D11_S47_comb,Mel60,T_cell,T_Cell_CD4,3165,10.8687,1.6944,-0.0044,0.2702,Not cycling,,"","",post.treatment,Tirosh
Cy72_CD45_F03_S735_comb,Mel72,T_cell,T_cell,3028,14.1368,4.8269,-0.0609,-0.1491,Not cycling,1.3748,CD4 - Dysfunction,CD4 - Dysfunction,post.treatment,Tirosh
CY75_1FNA_A10_S490_comb,Mel75,T_cell,T_Cell_CD8,3188,6.1947,-5.2544,0.0634,0.0275,Not cycling,1.2636,CD4 - Naive1,CD4 - Naive1,post.treatment,Tirosh
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D02_S230_comb,Mel79,T_cell,T_Cell_CD8,3859,3.1904,9.0677,0.1302,-0.0121,Not cycling,0.9812,CD8 - Memory/Naive1,"",treatment.naive,Tirosh
cy94_cd45pos_D02_S134_comb,Mel94,T_cell,T_cell,6002,18.8878,-2.7745,0.0296,-0.0623,Not cycling,0.9251,CD8 - Unassigned2,"",post.treatment,Tirosh
cy58_1_CD45_pos_B09_S597_comb,Mel58,T_cell,T_Cell_CD4,3309,15.8733,2.6477,-0.0118,-0.0043,Not cycling,1.714,CD4 - Naive1,CD4 - Naive1,post.treatment,Tirosh
cy79_p5_CD45_pos_PD1_pos_E06_S630_comb,Mel79,T_cell,T_Cell_CD8,3812,4.294,8.4862,-0.0397,-0.0809,Not cycling,0.9122,CD4 - Stress/HSP,"",treatment.naive,Tirosh
cy79_p5_CD45_pos_PD1_pos_B10_S598_comb,Mel79,T_cell,T_Cell_CD8,2084,4.3317,9.6978,0.1506,-0.069,Not cycling,0.9572,CD8 - Cytotoxic,"",treatment.naive,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D07_S1003_comb,Mel60,T_cell,T_Cell_CD4,3038,10.7495,2.598,-0.0618,0.1157,Not cycling,,"","",post.treatment,Tirosh
CY88CD45POS_2_D07_S427_comb,Mel88,T_cell,T_Cell_CD4,4145,14.6242,-1.7769,0.1287,0.1442,Not cycling,0.5221,CD4 - Naive1,"",post.treatment,Tirosh
CY58_1_CD45_B11_S983_comb,Mel58,T_cell,T_Cell_CD8,3507,5.3341,6.4348,0.0178,0.0308,Not cycling,0.6315,CD8 - Heat shock,"",post.treatment,Tirosh
Cy81_FNA_CD45_E05_S245_comb,Mel81,T_cell,T_Cell_CD8,2265,-5.7472,5.2787,1.7783,0.4079,G1/S,,"","",treatment.naive,Tirosh
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G01_S457_comb,Mel79,T_cell,T_Cell_CD8,2877,3.1122,9.2408,0.1489,-0.0197,Not cycling,0.2503,CD8 - Interferon,"",treatment.naive,Tirosh
cy53_1_CD45_pos_1_C10_S34_comb,Mel53,T_cell,T_Cell_CD8,4195,2.7833,-10.7972,0.075,0.19,Not cycling,,"","",treatment.naive,Tirosh
cy94_cd45pos_4_A06_S6_comb,Mel94,T_cell,T_cell,5066,18.1629,-3.3374,-0.2564,-0.1844,Not cycling,0.4396,CD8 - Naive2,"",post.treatment,Tirosh
CY88CD45_150813_C05_S317_comb,Mel88,T_cell,T_Cell_CD8,4704,14.4901,-2.0813,0.0085,-0.0089,Not cycling,0.9766,CD8 - Memory/Naive1,"",post.treatment,Tirosh
Cy72_CD45_G06_S750_comb,Mel72,T_cell,T_Cell_CD4,2831,16.8262,3.3747,-0.0921,-0.129,Not cycling,0.7957,CD8 - Memory/Naive1,"",post.treatment,Tirosh
cy53_1_CD45_pos_2_H11_S1055_comb,Mel53,T_cell,T_Cell_CD4,4128,14.6988,2.1328,-0.1031,0.0891,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_pos_PD1_pos_G08_S176_comb,Mel80,T_cell,T_Cell_CD4,3168,9.9443,7.9519,-0.042,0.0578,Not cycling,0.9535,CD4 - Dysfunction,"",treatment.naive,Tirosh
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G06_S270_comb,Mel79,T_cell,T_Cell_CD4,3821,8.5497,5.8428,0.1792,0.1521,Not cycling,2.1336,CD4 - Glycolysis/MYC,"",treatment.naive,Tirosh
CY89COREQ1_B11_S311_comb,Mel89,T_cell,T_Cell_CD8,4872,2.687,5.5148,0.2127,0.1073,Not cycling,0.471,CD4 - Glycolysis/MYC,"",treatment.naive,Tirosh
