cell_name,sample,cell_type,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment
cy81-FNA-CD45-neg-G09-S1041-comb,81,Malignant,6871,-23.6227,-23.4584,0.1014,-0.2095,Not cycling,1.3132,Hypoxia,Hypoxia
cy79-p4-CD45-pos-PD1-pos-G05-S365-comb,79,T_cell,3374,10.4428,13.096,0.0943,0.0991,Not cycling,0.8201,CD8 - Cytotoxic,""
cy79-p4-CD45-neg-PDL1-pos-G03-S459-comb,79,Malignant,6142,-6.554,-27.5729,-0.1391,0.0574,Not cycling,0.8199,Skin pigmentation,""
cy79-p5-CD45-neg-PDL1-neg-A12-S780-comb,79,Malignant,3715,-9.0778,-26.479,-0.2697,-0.0724,Not cycling,0.7376,Protein maturation,""
cy80-CD45-neg-B05-S881-comb,80,"",2423,-8.7297,-20.9162,,,"",,"",""
cy79-p4-CD45-neg-PDL1-neg-A08-S1064-comb,79,Malignant,4048,-9.7928,-26.9637,0.0104,-0.1509,Not cycling,0.5659,Skin pigmentation,""
cy80-CD45-neg-D11-S911-comb,80,Malignant,7411,40.0377,-15.1226,0.0679,0.0846,Not cycling,0.544,Skin pigmentation,""
cy82-CD45-neg-2-H12-S288-comb,82,Malignant,5251,-26.9036,-14.9845,-0.1008,0.012,Not cycling,,"",""
cy79-p4-CD45-pos-PD1-pos-G02-S362-comb,79,"",4091,9.182,17.2471,,,"",,"",""
cy80-CD45-neg-H05-S953-comb,80,Endothelial,3456,-0.4568,-12.6389,-0.0441,0.0274,Not cycling,,"",""
cy79-p4-CD45-neg-PDL1-neg-E01-S1105-comb,79,Malignant,2695,-8.5579,-27.9331,-0.1059,0.0059,Not cycling,1.2044,Stress,Stress
cy79-p4-CD45-neg-PDL1-neg-B03-S1071-comb,79,Malignant,5818,-5.2874,-27.7279,-0.0249,-0.0361,Not cycling,0.9165,Translation initiation,""
cy79-p5-CD45-neg-PDL1-neg-A11-S779-comb,79,Malignant,5480,-5.4623,-28.3514,-0.0155,-0.1598,Not cycling,0.9303,Skin pigmentation,""
cy79-p4-CD45-neg-PDL1-neg-D04-S1096-comb,79,Malignant,4378,-9.7796,-27.2196,-0.1229,-0.1077,Not cycling,0.6719,Protein maturation,""
cy80-CD45-neg-E06-S918-comb,80,Malignant,4676,39.154,-15.2287,0.9086,-0.0729,G1/S,0.4596,Skin pigmentation,""
cy79-p5-CD45-neg-PDL1-pos-H03-S759-comb,79,Malignant,4532,-6.658,-26.7066,-0.0191,-0.0245,Not cycling,0.4651,Astrocytes,""
cy79-p5-CD45-neg-PDL1-neg-A07-S775-comb,79,Malignant,2151,-26.0484,-7.7973,-0.0836,2e-04,Not cycling,1.0809,Respiration,""
cy79-p4-CD45-neg-PDL1-pos-C05-S413-comb,79,Malignant,4084,-4.3504,-26.7589,-0.1992,-0.0041,Not cycling,1.4742,EMT III,EMT III
cy79-p4-CD45-neg-PDL1-pos-D08-S428-comb,79,Malignant,4591,-7.9381,-23.2082,-0.1252,0.0237,Not cycling,0.5809,IG,""
cy79-p5-CD45-neg-PDL1-pos-H11-S767-comb,79,Malignant,3902,-3.803,-29.8718,0.0438,-0.124,Not cycling,1.0934,Interferon/MHC-II (I),Interferon/MHC-II (I)
cy80-CD45-neg-B04-S880-comb,80,Malignant,9250,40.1799,-15.7428,1.1424,0.3733,G1/S,0.6967,Interferon/MHC-II (I),""
cy79-p4-CD45-neg-PDL1-neg-B10-S1078-comb,79,Malignant,4642,-10.01,-26.7244,-0.1465,0.0781,Not cycling,0.7433,MES (glioma),""
cy82-CD45-pos-1-C12-S516-comb,82,Fibroblast,5116,-12.5782,-5.5504,-0.1923,0.193,Not cycling,,"",""
cy79-p4-CD45-pos-PD1-pos-F02-S350-comb,79,T_cell,3580,9.3607,13.6455,-0.0993,-0.0665,Not cycling,0.2125,CD8 - Cytotoxic,""
cy82-CD45-pos-3-C08-S32-comb,82,"",3454,0.2949,6.0442,,,"",,"",""
cy82-CD45-pos-1-H09-S573-comb,82,T_cell,3235,-0.6614,16.1672,-0.1034,0.0833,Not cycling,,"",""
cy81-FNA-CD45-neg-F12-S1032-comb,81,Malignant,8271,-23.6574,-24.6452,0.592,0.0606,Not cycling,0.4036,Astrocytes,""
cy79-p4-CD45-neg-PDL1-neg-F02-S1118-comb,79,Malignant,5840,-6.7794,-27.9603,-0.0224,0.0972,Not cycling,0.5309,Skin pigmentation,""
cy79-p5-CD45-pos-PD1-pos-D04-S616-comb,79,T_cell,3238,11.7581,14.7611,0.0214,-0.0659,Not cycling,1.1368,CD8 - Cytotoxic,CD8 - Cytotoxic
cy79-p5-CD45-pos-PD1-pos-G08-S656-comb,79,T_cell,3585,8.78,13.0242,-0.1503,-0.0427,Not cycling,1.2044,CD8 - Cytotoxic,CD8 - Cytotoxic
cy79-p5-CD45-neg-PDL1-pos-G03-S747-comb,79,Malignant,4230,-2.8415,-30.9439,-0.0519,-0.0751,Not cycling,0.8182,Metal response,""
cy79-p4-CD45-pos-PD1-pos-D06-S330-comb,79,T_cell,3602,6.3823,19.0827,-0.0166,-0.2266,Not cycling,0.7853,CD4 - Dysfunction,""
cy79-p5-CD45-pos-PD1-pos-E10-S634-comb,79,T_cell,2381,9.7599,13.7674,-0.1972,0.4223,Not cycling,0.8621,CD4 - Cytotoxic,""
cy79-p4-CD45-neg-PDL1-pos-A12-S396-comb,79,Malignant,4862,-6.7003,-27.1145,-0.154,6e-04,Not cycling,0.3752,Interferon/MHC-II (II),""
cy79-p5-CD45-neg-PDL1-pos-H10-S766-comb,79,Malignant,2465,-8.5108,-26.7841,-0.2527,-0.1046,Not cycling,1.4373,Interferon/MHC-II (I),Interferon/MHC-II (I)
cy80-CD45-neg-D01-S901-comb,80,Malignant,8482,39.3823,-16.2184,2.3166,1.5775,Intermediate,2.5621,Cell Cycle - G1/S,Cell Cycle - G1/S
cy80-CD45-neg-C02-S890-comb,80,Malignant,8368,40.197,-15.7246,0.3914,0.1829,Not cycling,0.8338,Interferon/MHC-II (I),""
cy80-CD45-neg-E10-S922-comb,80,Malignant,2804,38.9398,-15.2628,-0.0962,-0.1315,Not cycling,0.6494,Chromatin,""
cy79-p4-CD45-neg-PDL1-neg-H04-S1144-comb,79,Malignant,4288,-6.0697,-27.7756,-0.0255,-0.1549,Not cycling,1.1186,Translation initiation,Translation initiation
cy79-p4-CD45-neg-PDL1-neg-C02-S1082-comb,79,Malignant,4501,-10.0522,-26.8541,-0.2361,0.0605,Not cycling,0.7721,Protein maturation,""
cy79-p4-CD45-neg-PDL1-pos-C11-S419-comb,79,Malignant,5056,-7.0175,-26.2262,-0.0459,-0.0993,Not cycling,1.5899,Interferon/MHC-II (I),Interferon/MHC-II (I)
cy79-p4-CD45-neg-PDL1-neg-G03-S1131-comb,79,Malignant,4740,-9.1965,-26.4916,-0.1671,-0.0339,Not cycling,0.5213,Skin pigmentation,""
cy79-p4-CD45-neg-PDL1-neg-F07-S1123-comb,79,Malignant,5539,-4.094,-26.7857,0.2168,0.0648,Not cycling,1.1815,Interferon/MHC-II (I),Interferon/MHC-II (I)
cy79-p4-CD45-neg-PDL1-neg-C09-S1089-comb,79,Malignant,4347,-9.7037,-27.3756,-0.3255,0.0887,Not cycling,0.6364,IG,""
cy79-p5-CD45-neg-PDL1-neg-D10-S814-comb,79,Malignant,4310,-5.0609,-28.5298,-0.0335,-0.0894,Not cycling,0.7945,Skin pigmentation,""
cy81-Bulk-CD45-neg-G04-S172-comb,81,Malignant,9511,-23.671,-25.0835,1.4636,1.1137,Intermediate,2.0594,Cell Cycle - G2/M,Cell Cycle - G2/M
cy79-p5-CD45-pos-PD1-pos-E01-S625-comb,79,T_cell,6173,12.6656,6.9071,2.1674,1.6855,Intermediate,4.1652,CD4 - Cell Cycle,""
cy79-p5-CD45-neg-PDL1-neg-F08-S836-comb,79,Malignant,2200,-8.9349,-22.7078,-0.1158,-0.1809,Not cycling,0.5481,Skin pigmentation,""
cy79-p4-CD45-neg-PDL1-neg-D11-S1103-comb,79,Malignant,5799,-7.3525,-27.4025,0.0951,-0.008,Not cycling,0.9638,Interferon/MHC-II (I),""
cy80-CD45-neg-C10-S898-comb,80,B_cell,3346,-16.7,4.4054,-0.1218,-0.0014,Not cycling,,"",""
cy82-CD45-pos-1-F01-S541-comb,82,B_cell,3126,-18.6372,6.3254,-0.0872,-0.0824,Not cycling,,"",""
cy79-p4-CD45-neg-PDL1-neg-F09-S1125-comb,79,Malignant,2444,-26.0644,-7.7652,0.0641,-0.1654,Not cycling,1.0489,Respiration,""
cy79-p4-CD45-pos-PD1-pos-G03-S363-comb,79,T_cell,3388,9.0536,16.7401,0.0736,-0.1114,Not cycling,0.6496,CD4 - Stress/HSP,""
cy79-p5-CD45-neg-PDL1-pos-G07-S751-comb,79,Malignant,4358,-8.7668,-21.9076,-0.1758,-0.0891,Not cycling,0.8233,Respiration,""
cy81-Bulk-CD45-neg-G07-S175-comb,81,Malignant,3159,-20.7592,-22.8291,-0.1091,-0.0793,Not cycling,2.0581,Respiration,Respiration
cy79-p5-CD45-pos-PD1-pos-F03-S639-comb,79,T_cell,3528,10.0526,14.2212,-0.2292,-0.1941,Not cycling,1.2015,CD8 - Cytotoxic,CD8 - Cytotoxic
cy79-p5-CD45-neg-PDL1-pos-G04-S748-comb,79,Malignant,5205,-7.7838,-28.1143,0.1918,0.0292,Not cycling,0.3994,Interferon/MHC-II (I),""
cy79-p4-CD45-pos-PD1-pos-E01-S337-comb,79,T_cell,3608,7.4815,18.4458,0.1123,0.0554,Not cycling,0.7725,CD4 - Dysfunction,""
cy79-p4-CD45-neg-PDL1-pos-B06-S402-comb,79,Malignant,4437,-8.43,-22.7875,-0.2129,-0.0589,Not cycling,0.6501,Respiration,""
cy79-p4-CD45-pos-PD1-pos-F03-S351-comb,79,T_cell,4030,10.0674,13.1477,-0.0186,0.1275,Not cycling,0.4542,CD8 - Glycolysis/MYC,""
cy79-p5-CD45-neg-PDL1-pos-F05-S737-comb,79,Malignant,2687,-8.8329,-23.2902,-0.1303,-0.0495,Not cycling,1.09,Skin pigmentation,""
cy82-CD45-pos-1-D06-S522-comb,82,Fibroblast,2149,-12.4688,-5.7682,0.0521,-0.0214,Not cycling,,"",""
cy81-Bulk-CD45-neg-G02-S170-comb,81,"",2530,-20.6065,-22.628,,,"",,"",""
cy80-CD45-neg-A04-S868-comb,80,Endothelial,5125,-21.7538,-10.1946,0.0723,-0.1551,Not cycling,,"",""
cy79-p4-CD45-neg-PDL1-neg-A11-S1067-comb,79,Malignant,3576,-9.1897,-27.7422,-0.1846,0.0199,Not cycling,0.4637,Stress,""
cy79-p4-CD45-neg-PDL1-neg-G06-S1134-comb,79,Malignant,5011,-8.0597,-28.6027,0.0843,-0.111,Not cycling,0.9587,Stress,""
cy79-p4-CD45-pos-PD1-pos-G12-S372-comb,79,T_cell,3367,10.8884,12.9346,-0.0374,0.0513,Not cycling,0.7521,CD8 - Dysfunction,""
cy80-CD45-neg-C08-S896-comb,80,"",3444,12.6569,-15.6771,,,"",,"",""
cy80-CD45-neg-C03-S891-comb,80,Malignant,7117,38.4077,-15.0054,-0.0267,-0.0688,Not cycling,0.9797,Stress (in vitro),""
cy79-p4-CD45-pos-PD1-pos-H03-S375-comb,79,T_cell,3315,11.1386,14.4392,0.0081,-0.2356,Not cycling,0.778,CD8 - Cytotoxic,""
cy79-p5-CD45-pos-PD1-pos-B01-S589-comb,79,T_cell,3515,9.4941,13.8842,-0.0054,0.1209,Not cycling,1.6464,CD8 - Glycolysis/MYC,""
cy79-p5-CD45-neg-PDL1-pos-B09-S693-comb,79,Malignant,4305,-8.3126,-27.5014,-0.0243,-0.0852,Not cycling,0.884,Stress,""
cy82-CD45-pos-3-H01-S85-comb,82,"",11113,-27.1078,-14.9444,,,"",,"",""
cy79-p5-CD45-neg-PDL1-neg-D05-S809-comb,79,Malignant,3244,-7.9257,-29.1206,0.0755,0.0908,Not cycling,1.4376,Stress,Stress
cy79-p4-CD45-neg-PDL1-pos-B05-S401-comb,79,"",3593,-8.473,-21.7987,,,"",,"",""
cy79-p5-CD45-neg-PDL1-neg-C04-S796-comb,79,Malignant,4378,-10.2168,-26.9472,0.0268,0.1317,Not cycling,1.3349,Protein maturation,""
cy79-p4-CD45-neg-PDL1-neg-G12-S1140-comb,79,Malignant,3194,-9.2528,-27.6761,0.0535,-0.1296,Not cycling,0.6396,EMT II,""
cy82-CD45-pos-3-A07-S7-comb,82,NK_cell,2431,-0.1989,6.1454,0.0339,-0.0034,Not cycling,,"",""
cy79-p5-CD45-neg-PDL1-pos-A05-S677-comb,79,"",3070,-5.8468,-27.9567,,,"",,"",""
cy79-p5-CD45-pos-PD1-pos-D06-S618-comb,79,T_cell,3991,9.9806,14.578,0.3119,0.333,Not cycling,0.818,CD8 - Unassigned2,""
cy79-p5-CD45-pos-PD1-pos-C05-S605-comb,79,T_cell,3482,11.6667,14.437,0.0528,0.3148,Not cycling,0.6065,CD8 - Heat shock,""
cy80-CD45-neg-F01-S925-comb,80,Malignant,8095,40.0272,-15.5495,0.4286,0.2454,Not cycling,0.5233,Stress,""
cy81-Bulk-CD45-neg-G06-S174-comb,81,Malignant,9829,-23.4976,-24.7316,0.3227,-0.0095,Not cycling,1.0248,Hypoxia,Hypoxia
cy79-p4-CD45-neg-PDL1-pos-G04-S460-comb,79,Malignant,6806,-5.781,-27.7426,-0.0256,0.0797,Not cycling,0.5877,Interferon/MHC-II (I),""
cy79-p5-CD45-pos-PD1-pos-D01-S613-comb,79,T_cell,2361,3.0948,12.5569,0.0138,0.0507,Not cycling,0.8873,CD8 - Unassigned2,""
cy79-p5-CD45-neg-PDL1-pos-F10-S742-comb,79,Malignant,4812,-7.3826,-27.8985,0.0411,0.0595,Not cycling,0.6669,Interferon/MHC-II (I),""
cy79-p4-CD45-pos-PD1-pos-F12-S360-comb,79,T_cell,2099,2.6617,10.9839,0.0564,-0.0238,Not cycling,0.2763,CD8 - Naive2,""
cy80-CD45-neg-D02-S902-comb,80,Malignant,7625,40.2836,-15.4831,0.1604,-0.0286,Not cycling,0.4987,Interferon/MHC-II (I),""
cy79-p4-CD45-neg-PDL1-neg-B07-S1075-comb,79,"",2260,-25.9527,-7.922,,,"",,"",""
cy79-p4-CD45-neg-PDL1-pos-B03-S399-comb,79,Malignant,5138,-8.3304,-28.4653,-0.1461,0.0705,Not cycling,0.8709,Stress,""
cy82-CD45-pos-3-H10-S94-comb,82,T_cell,3046,11.5781,14.2802,0.0283,0.0726,Not cycling,,"",""
cy80-CD45-neg-B08-S884-comb,80,Malignant,8384,40.273,-15.6113,0.0236,-0.0072,Not cycling,0.4832,Interferon/MHC-II (I),""
cy79-p5-CD45-neg-PDL1-pos-D09-S717-comb,79,Malignant,4844,-6.9344,-27.2993,-0.0899,0.0757,Not cycling,0.4741,Stress,""
cy80-CD45-neg-F08-S932-comb,80,Malignant,8253,39.6054,-15.502,0.7256,0.0552,G1/S,0.6364,Hypoxia,""
cy79-p4-CD45-pos-PD1-pos-H07-S379-comb,79,T_cell,3691,10.2749,13.8106,0.0549,0.0109,Not cycling,0.6838,CD4 - Unassigned,""
cy81-FNA-CD45-neg-E09-S1017-comb,81,Malignant,9201,-23.9558,-24.6952,0.2668,-0.0562,Not cycling,0.5657,Translation initiation,""
cy79-p4-CD45-pos-PD1-pos-C09-S321-comb,79,T_cell,3424,8.5803,17.0406,-0.0514,-0.0592,Not cycling,0.8611,CD8 - Heat shock,""
cy79-p5-CD45-neg-PDL1-pos-C04-S700-comb,79,Malignant,4743,-6.1416,-27.8984,0.0198,0.227,Not cycling,0.4001,Interferon/MHC-II (II),""
cy82-CD45-pos-1-G10-S562-comb,82,T_cell,3927,6.1275,19.3356,-0.0989,-0.054,Not cycling,,"",""
cy82-CD45-pos-1-B11-S503-comb,82,Malignant,7979,-26.9898,-14.9721,-0.1232,0.0099,Not cycling,,"",""
cy79-p4-CD45-neg-PDL1-pos-D09-S429-comb,79,Malignant,2219,-9.813,-28.0417,-0.108,-0.2298,Not cycling,0.6929,Protein maturation,""
cy82-CD45-pos-1-D01-S517-comb,82,Malignant,9515,-27.169,-14.9158,1.1394,0.1131,G1/S,,"",""
cy82-CD45-pos-3-B12-S24-comb,82,Macrophage,5659,14.9413,-16.4945,-0.1096,-0.0627,Not cycling,,"",""
cy79-p4-CD45-neg-PDL1-pos-H05-S473-comb,79,Malignant,2512,-9.8946,-27.9908,0.0794,-0.105,Not cycling,0.3135,EMT IV,""
cy79-p4-CD45-neg-PDL1-pos-B08-S404-comb,79,"",5717,-8.9431,-27.3947,,,"",,"",""
cy80-CD45-neg-E05-S917-comb,80,Malignant,4930,39.0057,-16.8379,0.7098,2.403,G2/M,3.4156,Cell Cycle - G2/M,Cell Cycle - G2/M
cy79-p5-CD45-pos-PD1-pos-E06-S630-comb,79,T_cell,3812,8.6607,13.4787,-0.075,-1e-04,Not cycling,0.9854,CD4 - Stress/HSP,""
cy79-p4-CD45-neg-PDL1-pos-C06-S414-comb,79,Malignant,5290,-5.7785,-26.6463,0.715,-0.0252,G1/S,0.7771,Cell Cycle - G1/S,""
cy79-p5-CD45-pos-PD1-pos-B10-S598-comb,79,T_cell,2084,10.2123,13.9348,0.1318,0.0154,Not cycling,0.9364,CD8 - Cytotoxic,""
cy81-Bulk-CD45-neg-H12-S192-comb,81,Malignant,2563,-21.6584,-23.4182,0.1664,-0.2009,Not cycling,0.5916,IG,""
cy81-FNA-CD45-neg-D01-S997-comb,81,Malignant,6450,-10.2301,-21.9634,-0.1876,-0.1741,Not cycling,0.4843,Interferon/MHC-II (I),""
cy79-p5-CD45-neg-PDL1-pos-H09-S765-comb,79,Malignant,3911,-7.6287,-24.0502,-0.0309,-0.0513,Not cycling,1.3053,EMT III,EMT III
cy79-p4-CD45-neg-PDL1-neg-C08-S1088-comb,79,Malignant,5342,-9.521,-26.7846,-0.0498,-0.0633,Not cycling,0.9269,Protein maturation,""
cy79-p5-CD45-neg-PDL1-neg-A09-S777-comb,79,Malignant,4254,-8.5971,-26.1685,-0.1902,-0.0044,Not cycling,0.6108,Interferon/MHC-II (II),""
cy81-FNA-CD45-neg-D03-S999-comb,81,Malignant,7783,-24.2438,-24.7347,0.3456,-0.1664,Not cycling,0.6169,Translation initiation,""
cy81-FNA-CD45-neg-E06-S1014-comb,81,Malignant,6518,-24.0165,-24.4375,0.1039,-0.1548,Not cycling,0.3162,Interferon/MHC-II (II),""
cy79-p4-CD45-pos-PD1-pos-E11-S347-comb,79,T_cell,3999,9.5334,17.0119,-0.0702,-0.1228,Not cycling,0.5317,CD8 - Naive2,""
cy79-p4-CD45-neg-PDL1-pos-B07-S403-comb,79,Malignant,5382,-6.7563,-27.9293,0.2072,-0.0591,Not cycling,0.7581,Translation initiation,""
cy79-p5-CD45-pos-PD1-pos-A03-S579-comb,79,T_cell,3773,6.3342,10.5116,0.0373,-0.0164,Not cycling,0.8669,CD8 - Cytotoxic,""
cy81-FNA-CD45-neg-C11-S995-comb,81,Malignant,8178,-23.9646,-24.251,0.3003,-0.0091,Not cycling,1.1232,Hypoxia,Hypoxia
cy80-CD45-neg-B03-S879-comb,80,Malignant,8473,39.1738,-16.6312,1.3224,2.4304,G2/M,3.1262,Cell Cycle - G2/M,Cell Cycle - G2/M
cy79-p4-CD45-pos-PD1-pos-F10-S358-comb,79,T_cell,2966,6.0611,18.3556,0.192,0.1776,Not cycling,1.3095,CD8 - Dysfunction,""
cy82-CD45-pos-3-C07-S31-comb,82,T_cell,2047,-2.7913,16.4001,0.0219,0.0969,Not cycling,,"",""
cy79-p4-CD45-neg-PDL1-pos-A06-S390-comb,79,Malignant,4840,-8.556,-26.0968,0.1414,0.1226,Not cycling,0.5037,Interferon/MHC-II (I),""
cy79-p4-CD45-neg-PDL1-neg-H05-S1145-comb,79,Malignant,4500,-7.5369,-26.676,0.0053,0.0092,Not cycling,0.4877,Interferon/MHC-II (II),""
cy79-p4-CD45-pos-PD1-pos-F05-S353-comb,79,T_cell,3110,11.7793,13.7196,-0.1146,0.1427,Not cycling,1.1894,CD8 - Cytotoxic,CD8 - Cytotoxic
cy79-p4-CD45-neg-PDL1-neg-E09-S1113-comb,79,Malignant,3021,-9.9483,-27.8003,0.0673,0.1434,Not cycling,0.808,Skin pigmentation,""
cy79-p4-CD45-pos-PD1-pos-F11-S359-comb,79,T_cell,3747,10.7114,12.9573,0.0776,-0.0609,Not cycling,0.8855,CD8 - Heat shock,""
cy79-p5-CD45-pos-PD1-pos-C02-S602-comb,79,T_cell,3965,12.0254,14.9468,0.0897,-0.0221,Not cycling,0.7617,CD8 - Unassigned2,""
cy81-Bulk-CD45-neg-D01-S133-comb,81,Malignant,5588,-23.0759,-23.086,0.1007,-0.2692,Not cycling,1.0605,Hypoxia,Hypoxia
cy79-p5-CD45-neg-PDL1-neg-G08-S848-comb,79,Malignant,5414,-8.6373,-26.4965,0.0969,-0.2006,Not cycling,0.5829,EMT III,""
cy79-p4-CD45-neg-PDL1-pos-F04-S448-comb,79,Malignant,5112,-8.3506,-28.1712,0.0314,-0.0432,Not cycling,0.6915,Interferon/MHC-II (I),""
cy81-Bulk-CD45-neg-E03-S147-comb,81,Endothelial,3588,-21.9221,-9.9707,0.1167,0.1678,Not cycling,,"",""
cy79-p5-CD45-neg-PDL1-pos-B03-S687-comb,79,"",3720,-8.1359,-21.54,,,"",,"",""
cy79-p4-CD45-pos-PD1-pos-A08-S296-comb,79,T_cell,3474,6.6033,18.8463,0.1479,-0.0236,Not cycling,0.6322,CD4 - Stress/HSP,""
cy79-p4-CD45-pos-PD1-pos-F09-S357-comb,79,T_cell,3364,10.3182,13.083,0.1683,-0.1544,Not cycling,0.8493,CD4 - Glycolysis/MYC,""
cy79-p5-CD45-pos-PD1-pos-B03-S591-comb,79,T_cell,3305,10.8073,15.2568,-0.0391,0.1102,Not cycling,1.0432,CD4 - Unassigned,""
cy79-p5-CD45-pos-PD1-pos-G07-S655-comb,79,T_cell,2495,9.9286,14.6408,0.0416,-0.0937,Not cycling,0.4415,CD4 - Cytotoxic,""
cy79-p4-CD45-neg-PDL1-neg-D08-S1100-comb,79,Malignant,5502,-7.6919,-26.2281,0.1146,-0.0366,Not cycling,0.5543,EMT IV,""
cy79-p5-CD45-pos-PD1-pos-D05-S617-comb,79,T_cell,3085,11.3218,15.2976,-0.0462,-0.1016,Not cycling,0.9894,CD8 - Cytotoxic,""
cy79-p5-CD45-pos-PD1-pos-A08-S584-comb,79,T_cell,3791,9.1984,15.5302,0.0539,0.0989,Not cycling,0.2088,CD4 - Interferon,""
cy82-CD45-pos-3-A12-S12-comb,82,Malignant,10371,-27.2798,-14.8244,0.1581,0.154,Not cycling,,"",""
cy79-p4-CD45-pos-PD1-pos-G11-S371-comb,79,T_cell,3882,11.7392,14.1867,0.0498,0.1502,Not cycling,0.6843,CD8 - Cytotoxic,""
cy79-p5-CD45-neg-PDL1-neg-F04-S832-comb,79,"",4213,-8.364,-22.9583,,,"",,"",""
cy81-Bulk-CD45-neg-B02-S110-comb,81,Malignant,7202,-22.3397,-24.4065,0.0362,-0.1072,Not cycling,1.0581,Stress,Stress
cy80-CD45-neg-A06-S870-comb,80,Malignant,7489,38.7442,-15.0104,0.5021,0.204,Not cycling,1.204,Hypoxia,Hypoxia
cy79-p4-CD45-pos-PD1-pos-A02-S290-comb,79,T_cell,2631,7.8275,18.0934,-0.0092,0.0174,Not cycling,0.9064,CD4 - Stress/HSP,""
cy79-p4-CD45-neg-PDL1-pos-B12-S408-comb,79,Malignant,4052,-7.1615,-26.6393,-0.0216,-0.0979,Not cycling,1.2211,Interferon/MHC-II (I),Interferon/MHC-II (I)
cy79-p4-CD45-neg-PDL1-pos-G09-S465-comb,79,Malignant,4292,-8.5439,-23.1278,0.0268,-0.1328,Not cycling,0.6402,Respiration,""
cy81-Bulk-CD45-neg-B04-S112-comb,81,Malignant,3109,-21.224,-23.067,-0.2624,-0.2794,Not cycling,0.3594,Oligo normal,""
cy82-CD45-pos-3-H12-S96-comb,82,Malignant,6986,-26.8499,-15.1168,1.5181,0.8713,G1/S,,"",""
cy79-p5-CD45-neg-PDL1-neg-H11-S863-comb,79,Malignant,6183,-5.0081,-28.7966,0.1726,0.0397,Not cycling,1.083,Translation initiation,Translation initiation
cy79-p4-CD45-pos-PD1-pos-E08-S344-comb,79,T_cell,3208,11.1499,13.9174,0.0563,-0.2323,Not cycling,1.4792,CD4 - Interferon,""
cy79-p4-CD45-pos-PD1-pos-G04-S364-comb,79,T_cell,3695,9.6612,17.115,0.0813,0.0737,Not cycling,0.3606,CD4 - Naive1,""
cy79-p5-CD45-neg-PDL1-neg-D02-S806-comb,79,Malignant,4642,-8.9432,-26.5919,-0.2539,0.0806,Not cycling,0.5773,Protein maturation,""
cy79-p5-CD45-neg-PDL1-neg-B07-S787-comb,79,Malignant,4578,-9.0777,-27.256,0.259,-0.192,Not cycling,0.4582,Oligo normal,""
cy82-CD45-pos-3-B08-S20-comb,82,NK_cell,2724,-0.3427,6.0613,0.0624,0.0649,Not cycling,,"",""
cy79-p4-CD45-neg-PDL1-pos-F01-S445-comb,79,Malignant,8217,-5.6803,-27.3632,0.8353,0.402,G1/S,1.0433,Cell Cycle - G1/S,""
cy82-CD45-pos-1-H12-S576-comb,82,Malignant,6293,-26.9491,-15.1822,-0.2119,-0.1732,Not cycling,,"",""
cy81-FNA-CD45-neg-D12-S1008-comb,81,Malignant,7797,-23.9144,-25.1676,0.2385,-0.0395,Not cycling,0.4084,Astrocytes,""
cy79-p5-CD45-neg-PDL1-neg-A08-S776-comb,79,Malignant,4983,-8.5496,-27.0695,0.1196,0.0089,Not cycling,0.8045,Skin pigmentation,""
cy79-p5-CD45-pos-PD1-pos-H01-S661-comb,79,T_cell,4330,12.0218,14.6584,0.0135,0.1948,Not cycling,1.4545,CD4 - Stress/HSP,""
cy79-p4-CD45-neg-PDL1-neg-B12-S1080-comb,79,Malignant,3404,-9.1327,-24.6082,-0.1608,-0.1545,Not cycling,0.4443,MYC,""
cy79-p4-CD45-pos-PD1-pos-D09-S333-comb,79,T_cell,3142,10.5017,14.4115,-0.0656,0.1911,Not cycling,0.5107,CD8 - Heat shock,""
cy79-p4-CD45-neg-PDL1-neg-G02-S1130-comb,79,Malignant,5152,-6.1467,-26.7339,0.1503,0.0061,Not cycling,0.5268,Respiration,""
cy79-p5-CD45-pos-PD1-pos-H04-S664-comb,79,T_cell,3511,10.8391,14.9914,-0.1574,0.0809,Not cycling,0.643,CD4 - Cytotoxic,""
cy79-p5-CD45-neg-PDL1-pos-C05-S701-comb,79,Malignant,5554,-5.3215,-27.9329,2.2009,0.574,G1/S,2.8844,Cell Cycle - G1/S,""
cy82-CD45-pos-3-A08-S8-comb,82,Malignant,6854,-26.8164,-14.8609,0.4221,0.5056,Not cycling,,"",""
cy81-FNA-CD45-neg-E08-S1016-comb,81,Malignant,9649,-23.9691,-24.6045,0.0794,0.0625,Not cycling,0.4673,Astrocytes,""
cy81-Bulk-CD45-neg-A07-S103-comb,81,Malignant,5983,-22.2118,-24.4309,-0.0235,-0.0928,Not cycling,1.28,Stress,Stress
cy79-p5-CD45-neg-PDL1-pos-E01-S721-comb,79,Malignant,4896,-3.9919,-29.6472,0.0191,-0.0166,Not cycling,0.4596,Stress,""
cy79-p4-CD45-pos-PD1-pos-A07-S295-comb,79,T_cell,2787,8.9871,16.9062,0.0916,0.0228,Not cycling,0.4683,CD4 - Dysfunction,""
cy79-p4-CD45-pos-PD1-pos-H12-S384-comb,79,T_cell,2064,11.1481,15.0765,0.0596,0.1407,Not cycling,0.4375,CD8 - Dysfunction,""
